2.8,2.7,6.1,2.4,Pink
2.8,2.8,5.1,2.4,Pink
3.2,2.5,5.0,1.9,Pink
3.4,3.3,5.6,2.4,Pink
3.0,3.0,6.1,2.3,Pink
3.0,2.8,5.6,2.2,Pink
2.8,2.9,6.4,2.2,Pink
2.8,3.8,6.4,2.0,Pink
3.8,3.2,5.9,2.3,Pink
3.1,3.1,5.5,2.4,Pink
3.1,2.6,5.6,1.4,Pink
2.8,2.7,6.1,2.4,Pink
2.8,2.8,5.1,2.4,Pink
3.2,2.5,5.0,1.9,Pink
3.4,3.3,5.6,2.4,Pink
3.0,3.0,4.8,1.8,Pink
3.0,3.1,5.4,2.1,Pink
